"id","target"
146,"internetplatform"
147,"politician"
148,"internetplatform"
149,"celebrity"
150,"politician"
151,"politician"
152,"politician"
153,"politician"
154,"politician"
155,"celebrity"
156,"biz&tech"
157,"celebrity"
158,"celebrity"
159,"politician"
160,"internetplatform"
161,"internetplatform"
162,"celebrity"
163,"internetplatform"
164,"internetplatform"
165,"celebrity"
166,"politician"
167,"internetplatform"
168,"politician"
169,"celebrity"
170,"politician"
171,"celebrity"
172,"celebrity"
173,"celebrity"
174,"politician"
175,"internetplatform"
176,"politician"
177,"politician"
178,"biz&tech"
179,"celebrity"
180,"internetplatform"
181,"biz&tech"
182,"celebrity"
183,"politician"
184,"politician"
185,"politician"
186,"politician"
187,"internetplatform"
188,"biz&tech"
189,"celebrity"
190,"celebrity"
191,"politician"
192,"politician"
193,"celebrity"
194,"internetplatform"
195,"internetplatform"
196,"politician"
197,"politician"
198,"celebrity"
199,"internetplatform"
200,"celebrity"
201,"politician"
202,"celebrity"
203,"politician"
204,"politician"
205,"celebrity"
206,"politician"
207,"celebrity"
208,"celebrity"
209,"celebrity"
210,"internetplatform"
211,"politician"
212,"biz&tech"
213,"politician"
214,"celebrity"
215,"celebrity"
216,"internetplatform"
217,"internetplatform"
218,"celebrity"
219,"internetplatform"
220,"internetplatform"
221,"politician"
222,"celebrity"
223,"celebrity"
224,"internetplatform"
225,"politician"
226,"celebrity"
227,"celebrity"
228,"politician"
229,"celebrity"
230,"politician"
231,"internetplatform"
232,"internetplatform"
233,"politician"
234,"celebrity"
235,"internetplatform"
236,"politician"
237,"celebrity"
238,"celebrity"
239,"celebrity"
240,"celebrity"
241,"politician"
242,"internetplatform"
243,"internetplatform"
244,"celebrity"
245,"politician"
246,"politician"
247,"politician"
248,"celebrity"
249,"internetplatform"
250,"internetplatform"
251,"biz&tech"
252,"politician"
253,"internetplatform"
254,"politician"
255,"politician"
256,"politician"
257,"politician"
258,"celebrity"
259,"biz&tech"
260,"biz&tech"
261,"politician"
262,"politician"
263,"celebrity"
264,"celebrity"
265,"politician"
266,"politician"
267,"celebrity"
268,"celebrity"
269,"celebrity"
270,"celebrity"
271,"celebrity"
272,"celebrity"
273,"biz&tech"
274,"politician"
275,"celebrity"
276,"politician"
277,"politician"
278,"celebrity"
279,"politician"
280,"internetplatform"
281,"celebrity"
282,"politician"
283,"politician"
284,"politician"
285,"politician"
286,"celebrity"
287,"politician"
288,"politician"
289,"politician"
290,"biz&tech"
291,"politician"
292,"politician"
293,"biz&tech"
294,"politician"
295,"biz&tech"
296,"politician"
297,"politician"
298,"politician"
299,"politician"
300,"politician"
301,"politician"
302,"politician"
303,"celebrity"
304,"politician"
305,"biz&tech"
306,"internetplatform"
307,"celebrity"
308,"biz&tech"
309,"celebrity"
310,"internetplatform"
311,"politician"
312,"biz&tech"
313,"celebrity"
314,"internetplatform"
315,"celebrity"
316,"politician"
317,"internetplatform"
318,"politician"
319,"politician"
320,"politician"
321,"politician"
322,"politician"
323,"politician"
324,"politician"
325,"celebrity"
326,"celebrity"
327,"internetplatform"
328,"politician"
329,"politician"
330,"politician"
331,"internetplatform"
332,"celebrity"
333,"internetplatform"
334,"biz&tech"
335,"internetplatform"
336,"politician"
337,"celebrity"
338,"biz&tech"
339,"biz&tech"
340,"internetplatform"
341,"celebrity"
342,"politician"
343,"celebrity"
344,"celebrity"
345,"celebrity"
346,"politician"
347,"celebrity"
348,"politician"
349,"celebrity"
350,"celebrity"
351,"celebrity"
352,"internetplatform"
353,"politician"
354,"internetplatform"
355,"celebrity"
356,"celebrity"
357,"internetplatform"
358,"internetplatform"
359,"politician"
360,"internetplatform"
361,"politician"
362,"celebrity"
363,"celebrity"
364,"politician"
365,"celebrity"
366,"politician"
367,"politician"
368,"celebrity"
369,"biz&tech"
370,"celebrity"
371,"celebrity"
372,"internetplatform"
373,"politician"
374,"celebrity"
375,"internetplatform"
376,"politician"
377,"celebrity"
378,"celebrity"
379,"celebrity"
380,"celebrity"
381,"celebrity"
382,"politician"
383,"celebrity"
384,"internetplatform"
385,"politician"
386,"politician"
387,"politician"
388,"internetplatform"
389,"politician"
390,"internetplatform"
391,"internetplatform"
392,"internetplatform"
393,"celebrity"
394,"politician"
395,"politician"
396,"celebrity"
397,"celebrity"
398,"politician"
399,"celebrity"
400,"politician"
401,"biz&tech"
402,"biz&tech"
403,"celebrity"
404,"celebrity"
405,"celebrity"
406,"celebrity"
407,"politician"
408,"celebrity"
409,"celebrity"
410,"celebrity"
411,"internetplatform"
412,"celebrity"
413,"internetplatform"
414,"celebrity"
415,"biz&tech"
416,"celebrity"
417,"politician"
418,"biz&tech"
419,"politician"
420,"celebrity"
421,"internetplatform"
422,"internetplatform"
423,"celebrity"
424,"politician"
425,"celebrity"
426,"internetplatform"
427,"celebrity"
428,"politician"
429,"celebrity"
430,"internetplatform"
431,"celebrity"
432,"internetplatform"
433,"celebrity"
434,"politician"
435,"politician"
436,"politician"
437,"internetplatform"
438,"celebrity"
439,"politician"
440,"politician"
441,"celebrity"
442,"celebrity"
443,"internetplatform"
444,"politician"
445,"celebrity"
446,"politician"
447,"celebrity"
448,"politician"
449,"celebrity"
450,"celebrity"
451,"celebrity"
452,"politician"
453,"internetplatform"
454,"celebrity"
455,"politician"
456,"politician"
457,"politician"
458,"celebrity"
459,"politician"
460,"celebrity"
461,"celebrity"
462,"politician"
463,"biz&tech"
464,"internetplatform"
465,"biz&tech"
466,"biz&tech"
467,"politician"
468,"politician"
469,"politician"
470,"internetplatform"
471,"celebrity"
472,"celebrity"
473,"celebrity"
474,"celebrity"
475,"celebrity"
476,"internetplatform"
477,"celebrity"
478,"politician"
479,"celebrity"
480,"politician"
481,"politician"
482,"biz&tech"
483,"biz&tech"
484,"internetplatform"
485,"celebrity"
486,"internetplatform"
487,"internetplatform"
488,"celebrity"
489,"politician"
490,"celebrity"
491,"celebrity"
492,"politician"
493,"celebrity"
494,"celebrity"
495,"celebrity"
496,"politician"
497,"celebrity"
498,"celebrity"
499,"celebrity"
500,"celebrity"
501,"politician"
502,"celebrity"
503,"politician"
504,"politician"
505,"celebrity"
506,"celebrity"
507,"politician"
508,"celebrity"
509,"politician"
510,"celebrity"
511,"politician"
512,"biz&tech"
513,"internetplatform"
514,"celebrity"
515,"internetplatform"
516,"politician"
517,"politician"
518,"politician"
519,"politician"
520,"politician"
521,"celebrity"
522,"celebrity"
523,"politician"
524,"politician"
525,"politician"
526,"internetplatform"
527,"celebrity"
528,"celebrity"
529,"celebrity"
530,"celebrity"
531,"celebrity"
532,"celebrity"
533,"celebrity"
534,"celebrity"
535,"politician"
536,"celebrity"
537,"biz&tech"
538,"politician"
539,"celebrity"
540,"celebrity"
541,"celebrity"
542,"internetplatform"
543,"celebrity"
544,"internetplatform"
545,"internetplatform"
546,"politician"
547,"politician"
548,"biz&tech"
549,"celebrity"
550,"celebrity"
551,"internetplatform"
552,"celebrity"
553,"celebrity"
554,"politician"
555,"internetplatform"
556,"biz&tech"
557,"politician"
558,"celebrity"
559,"biz&tech"
560,"politician"
561,"politician"
562,"internetplatform"
563,"celebrity"
564,"celebrity"
565,"celebrity"
566,"celebrity"
567,"celebrity"
568,"celebrity"
569,"internetplatform"
570,"internetplatform"
571,"politician"
572,"celebrity"
573,"internetplatform"
574,"celebrity"
575,"celebrity"
576,"celebrity"
577,"politician"
578,"internetplatform"
579,"politician"
580,"politician"
581,"politician"
582,"politician"
583,"celebrity"
584,"internetplatform"
585,"internetplatform"
586,"biz&tech"
587,"politician"
588,"politician"
589,"politician"
590,"celebrity"
591,"biz&tech"
592,"celebrity"
593,"politician"
594,"celebrity"
595,"politician"
596,"politician"
597,"politician"
598,"celebrity"
599,"politician"
600,"celebrity"
601,"politician"
602,"politician"
603,"celebrity"
604,"politician"
605,"politician"
606,"celebrity"
607,"celebrity"
608,"internetplatform"
609,"celebrity"
610,"politician"
611,"celebrity"
612,"politician"
613,"celebrity"
614,"celebrity"
615,"politician"
616,"celebrity"
617,"celebrity"
618,"celebrity"
619,"celebrity"
620,"politician"
621,"celebrity"
622,"politician"
623,"internetplatform"
624,"politician"
625,"internetplatform"
626,"celebrity"
627,"biz&tech"
628,"internetplatform"
629,"internetplatform"
630,"celebrity"
631,"celebrity"
632,"politician"
633,"politician"
634,"politician"
635,"politician"
636,"politician"
637,"politician"
638,"politician"
639,"celebrity"
640,"politician"
641,"politician"
642,"celebrity"
643,"politician"
644,"celebrity"
645,"celebrity"
646,"politician"
647,"celebrity"
648,"celebrity"
649,"celebrity"
650,"internetplatform"
651,"internetplatform"
652,"celebrity"
653,"politician"
654,"politician"
655,"celebrity"
656,"celebrity"
657,"politician"
658,"politician"
659,"celebrity"
660,"politician"
661,"internetplatform"
662,"internetplatform"
663,"biz&tech"
664,"celebrity"
665,"politician"
666,"celebrity"
667,"politician"
668,"celebrity"
669,"politician"
670,"celebrity"
671,"celebrity"
672,"politician"
673,"celebrity"
674,"celebrity"
675,"celebrity"
676,"celebrity"
677,"internetplatform"
678,"celebrity"
679,"celebrity"
680,"internetplatform"
681,"biz&tech"
682,"celebrity"
683,"politician"
684,"celebrity"
685,"politician"
686,"celebrity"
687,"biz&tech"
688,"celebrity"
689,"internetplatform"
690,"biz&tech"
691,"celebrity"
692,"biz&tech"
693,"internetplatform"
694,"politician"
695,"celebrity"
696,"celebrity"
697,"politician"
698,"celebrity"
699,"celebrity"
700,"celebrity"
701,"celebrity"
702,"politician"
703,"politician"
704,"celebrity"
705,"politician"
706,"politician"
707,"celebrity"
708,"celebrity"
709,"politician"
710,"internetplatform"
711,"celebrity"
712,"politician"
713,"celebrity"
714,"celebrity"
715,"biz&tech"
716,"celebrity"
717,"internetplatform"
718,"politician"
719,"politician"
720,"celebrity"
721,"celebrity"
722,"internetplatform"
723,"politician"
724,"politician"
725,"celebrity"
726,"politician"
727,"celebrity"
728,"internetplatform"
729,"celebrity"
730,"celebrity"
731,"politician"
732,"internetplatform"
733,"celebrity"
734,"celebrity"
735,"politician"
736,"politician"
737,"celebrity"
738,"celebrity"
739,"politician"
740,"politician"
741,"politician"
742,"politician"
743,"politician"
744,"politician"
745,"internetplatform"
746,"celebrity"
747,"politician"
748,"politician"
749,"celebrity"
750,"internetplatform"
751,"celebrity"
752,"celebrity"
753,"biz&tech"
754,"politician"
755,"internetplatform"
756,"politician"
757,"celebrity"
758,"politician"
759,"politician"
760,"politician"
761,"politician"
762,"politician"
763,"politician"
764,"biz&tech"
765,"celebrity"
766,"celebrity"
767,"politician"
768,"politician"
769,"celebrity"
770,"celebrity"
771,"biz&tech"
772,"celebrity"
773,"celebrity"
774,"politician"
775,"celebrity"
776,"internetplatform"
777,"politician"
778,"politician"
779,"politician"
780,"politician"
781,"internetplatform"
782,"celebrity"
783,"politician"
784,"celebrity"
785,"biz&tech"
786,"celebrity"
787,"biz&tech"
788,"celebrity"
789,"celebrity"
790,"politician"
791,"politician"
792,"politician"
793,"politician"
794,"celebrity"
795,"celebrity"
796,"celebrity"
797,"celebrity"
798,"celebrity"
799,"celebrity"
800,"politician"
801,"celebrity"
802,"politician"
803,"politician"
804,"biz&tech"
805,"celebrity"
806,"celebrity"
807,"biz&tech"
808,"celebrity"
809,"politician"
810,"celebrity"
811,"celebrity"
812,"internetplatform"
813,"politician"
814,"politician"
815,"celebrity"
816,"celebrity"
817,"politician"
818,"politician"
819,"politician"
820,"celebrity"
821,"biz&tech"
822,"politician"
823,"internetplatform"
824,"politician"
825,"celebrity"
826,"politician"
827,"celebrity"
828,"politician"
829,"politician"
830,"politician"
831,"celebrity"
832,"politician"
833,"celebrity"
834,"internetplatform"
835,"politician"
836,"celebrity"
837,"politician"
838,"celebrity"
839,"biz&tech"
840,"celebrity"
841,"politician"
842,"celebrity"
843,"celebrity"
844,"internetplatform"
845,"internetplatform"
846,"politician"
847,"politician"
848,"politician"
849,"politician"
850,"celebrity"
851,"internetplatform"
852,"internetplatform"
853,"politician"
854,"politician"
855,"celebrity"
856,"politician"
857,"celebrity"
858,"internetplatform"
859,"celebrity"
860,"politician"
861,"politician"
862,"politician"
863,"politician"
864,"internetplatform"
865,"politician"
866,"celebrity"
867,"politician"
868,"celebrity"
869,"politician"
870,"politician"
871,"politician"
872,"celebrity"
873,"celebrity"
874,"politician"
875,"internetplatform"
876,"internetplatform"
877,"internetplatform"
878,"internetplatform"
879,"celebrity"
880,"biz&tech"
881,"internetplatform"
882,"celebrity"
883,"politician"
884,"celebrity"
885,"celebrity"
886,"celebrity"
887,"internetplatform"
888,"celebrity"
889,"politician"
890,"celebrity"
891,"celebrity"
892,"politician"
893,"internetplatform"
894,"biz&tech"
895,"celebrity"
896,"politician"
897,"celebrity"
898,"celebrity"
899,"celebrity"
900,"politician"
901,"politician"
902,"celebrity"
903,"internetplatform"
904,"celebrity"
905,"internetplatform"
906,"celebrity"
907,"internetplatform"
908,"celebrity"
909,"internetplatform"
910,"politician"
911,"celebrity"
912,"internetplatform"
913,"internetplatform"
914,"internetplatform"
915,"politician"
916,"biz&tech"
917,"biz&tech"
918,"celebrity"
919,"politician"
920,"politician"
921,"politician"
922,"politician"
923,"politician"
924,"politician"
925,"politician"
926,"celebrity"
927,"politician"
928,"celebrity"
929,"celebrity"
930,"politician"
931,"biz&tech"
932,"politician"
933,"celebrity"
934,"internetplatform"
935,"politician"
936,"celebrity"
937,"biz&tech"
938,"internetplatform"
939,"politician"
940,"politician"
941,"politician"
942,"politician"
943,"internetplatform"
944,"politician"
945,"celebrity"
946,"celebrity"
947,"politician"
948,"politician"
949,"biz&tech"
950,"politician"
951,"celebrity"
952,"politician"
953,"politician"
954,"politician"
955,"internetplatform"
956,"celebrity"
957,"celebrity"
958,"internetplatform"
959,"celebrity"
960,"politician"
961,"celebrity"
962,"politician"
963,"celebrity"
964,"biz&tech"
965,"politician"
966,"celebrity"
967,"celebrity"
968,"celebrity"
969,"politician"
970,"politician"
971,"celebrity"
972,"celebrity"
973,"politician"
974,"politician"
975,"celebrity"
976,"politician"
977,"politician"
978,"celebrity"
979,"politician"
980,"celebrity"
981,"politician"
982,"internetplatform"
983,"internetplatform"
984,"politician"
985,"politician"
986,"celebrity"
987,"politician"
988,"internetplatform"
989,"celebrity"
990,"celebrity"
991,"politician"
992,"celebrity"
993,"celebrity"
994,"celebrity"
995,"internetplatform"
996,"politician"
997,"celebrity"
998,"celebrity"
999,"celebrity"
1000,"politician"
1001,"celebrity"
1002,"celebrity"
1003,"internetplatform"
1004,"politician"
1005,"internetplatform"
1006,"politician"
1007,"celebrity"
1008,"politician"
1009,"celebrity"
1010,"celebrity"
1011,"politician"
1012,"politician"
1013,"internetplatform"
1014,"celebrity"
1015,"politician"
1016,"politician"
1017,"politician"
1018,"politician"
1019,"politician"
1020,"politician"
1021,"internetplatform"
1022,"celebrity"
1023,"celebrity"
1024,"internetplatform"
1025,"celebrity"
1026,"celebrity"
1027,"politician"
1028,"internetplatform"
1029,"celebrity"
1030,"politician"
1031,"internetplatform"
1032,"internetplatform"
1033,"biz&tech"
1034,"celebrity"
1035,"celebrity"
1036,"celebrity"
1037,"internetplatform"
1038,"politician"
1039,"celebrity"
1040,"internetplatform"
1041,"politician"
1042,"politician"
1043,"politician"
1044,"celebrity"
1045,"celebrity"
1046,"celebrity"
1047,"politician"
1048,"celebrity"
1049,"politician"
1050,"politician"
1051,"celebrity"
1052,"celebrity"
1053,"politician"
1054,"politician"
1055,"internetplatform"
1056,"celebrity"
1057,"politician"
1058,"politician"
1059,"celebrity"
1060,"biz&tech"
1061,"celebrity"
1062,"celebrity"
1063,"celebrity"
1064,"celebrity"
1065,"politician"
1066,"celebrity"
1067,"politician"
1068,"politician"
1069,"politician"
1070,"politician"
1071,"celebrity"
1072,"politician"
1073,"politician"
1074,"celebrity"
1075,"celebrity"
1076,"internetplatform"
1077,"politician"
1078,"internetplatform"
1079,"celebrity"
1080,"celebrity"
1081,"politician"
1082,"internetplatform"
1083,"internetplatform"
1084,"celebrity"
1085,"celebrity"
1086,"politician"
1087,"internetplatform"
1088,"politician"
1089,"politician"
1090,"celebrity"
1091,"celebrity"
1092,"politician"
1093,"biz&tech"
1094,"politician"
1095,"celebrity"
1096,"celebrity"
1097,"internetplatform"
1098,"internetplatform"
1099,"internetplatform"
1100,"politician"
1101,"celebrity"
1102,"internetplatform"
1103,"celebrity"
1104,"politician"
1105,"celebrity"
1106,"politician"
1107,"internetplatform"
1108,"internetplatform"
1109,"politician"
1110,"politician"
1111,"celebrity"
1112,"celebrity"
1113,"celebrity"
1114,"celebrity"
1115,"politician"
1116,"politician"
1117,"celebrity"
1118,"politician"
1119,"biz&tech"
1120,"internetplatform"
1121,"celebrity"
1122,"internetplatform"
1123,"internetplatform"
1124,"politician"
1125,"internetplatform"
1126,"internetplatform"
1127,"celebrity"
1128,"politician"
1129,"politician"
1130,"politician"
1131,"celebrity"
1132,"internetplatform"
1133,"celebrity"
1134,"politician"
1135,"internetplatform"
1136,"celebrity"
1137,"politician"
1138,"politician"
1139,"politician"
1140,"biz&tech"
1141,"biz&tech"
1142,"celebrity"
1143,"politician"
1144,"celebrity"
1145,"politician"
1146,"politician"
1147,"celebrity"
1148,"celebrity"
1149,"internetplatform"
1150,"politician"
1151,"biz&tech"
1152,"internetplatform"
1153,"celebrity"
1154,"celebrity"
1155,"celebrity"
1156,"celebrity"
1157,"celebrity"
1158,"celebrity"
1159,"politician"
1160,"internetplatform"
1161,"politician"
1162,"politician"
1163,"internetplatform"
1164,"celebrity"
1165,"celebrity"
1166,"internetplatform"
1167,"politician"
1168,"internetplatform"
1169,"celebrity"
1170,"celebrity"
1171,"celebrity"
1172,"politician"
1173,"celebrity"
1174,"biz&tech"
1175,"biz&tech"
1176,"internetplatform"
1177,"internetplatform"
1178,"politician"
1179,"biz&tech"
1180,"biz&tech"
1181,"politician"
1182,"celebrity"
1183,"biz&tech"
1184,"celebrity"
1185,"celebrity"
1186,"internetplatform"
1187,"celebrity"
1188,"celebrity"
1189,"celebrity"
1190,"celebrity"
1191,"politician"
1192,"politician"
1193,"internetplatform"
1194,"politician"
1195,"politician"
1196,"politician"
1197,"celebrity"
1198,"celebrity"
1199,"politician"
1200,"internetplatform"
1201,"politician"
1202,"celebrity"
1203,"internetplatform"
1204,"celebrity"
1205,"politician"
1206,"internetplatform"
1207,"celebrity"
1208,"celebrity"
1209,"politician"
1210,"politician"
1211,"politician"
1212,"politician"
1213,"celebrity"
1214,"internetplatform"
1215,"celebrity"
1216,"internetplatform"
1217,"celebrity"
1218,"internetplatform"
1219,"politician"
1220,"celebrity"
1221,"biz&tech"
1222,"politician"
1223,"politician"
1224,"internetplatform"
1225,"politician"
1226,"celebrity"
1227,"internetplatform"
1228,"celebrity"
1229,"politician"
1230,"celebrity"
1231,"celebrity"
1232,"politician"
1233,"celebrity"
1234,"celebrity"
1235,"celebrity"
1236,"celebrity"
1237,"politician"
1238,"internetplatform"
1239,"politician"
1240,"celebrity"
1241,"politician"
1242,"internetplatform"
1243,"politician"
1244,"politician"
1245,"celebrity"
1246,"celebrity"
1247,"celebrity"
1248,"celebrity"
1249,"celebrity"
1250,"celebrity"
1251,"politician"
1252,"politician"
1253,"internetplatform"
1254,"celebrity"
1255,"internetplatform"
1256,"biz&tech"
1257,"celebrity"
1258,"celebrity"
1259,"internetplatform"
1260,"politician"
1261,"celebrity"
1262,"internetplatform"
1263,"internetplatform"
1264,"politician"
1265,"politician"
1266,"celebrity"
1267,"politician"
1268,"politician"
1269,"politician"
1270,"celebrity"
1271,"celebrity"
1272,"politician"
1273,"celebrity"
1274,"politician"
1275,"celebrity"
1276,"politician"
1277,"celebrity"
1278,"celebrity"
1279,"celebrity"
1280,"internetplatform"
1281,"politician"
1282,"politician"
1283,"politician"
1284,"politician"
1285,"internetplatform"
1286,"politician"
1287,"internetplatform"
1288,"politician"
1289,"celebrity"
1290,"politician"
1291,"celebrity"
1292,"politician"
1293,"celebrity"
1294,"politician"
1295,"politician"
1296,"politician"
1297,"celebrity"
1298,"celebrity"
1299,"politician"
1300,"celebrity"
1301,"internetplatform"
1302,"celebrity"
1303,"politician"
1304,"politician"
1305,"internetplatform"
1306,"politician"
1307,"politician"
1308,"politician"
1309,"celebrity"
1310,"celebrity"
1311,"biz&tech"
1312,"celebrity"
1313,"internetplatform"
1314,"celebrity"
1315,"politician"
1316,"politician"
1317,"internetplatform"
1318,"internetplatform"
1319,"politician"
1320,"biz&tech"
1321,"celebrity"
1322,"celebrity"
1323,"politician"
1324,"celebrity"
1325,"celebrity"
1326,"celebrity"
1327,"celebrity"
1328,"celebrity"
1329,"celebrity"
1330,"celebrity"
1331,"celebrity"
1332,"celebrity"
1333,"politician"
1334,"internetplatform"
1335,"celebrity"
1336,"biz&tech"
1337,"biz&tech"
1338,"celebrity"
1339,"celebrity"
1340,"internetplatform"
1341,"politician"
1342,"internetplatform"
1343,"biz&tech"
1344,"internetplatform"
1345,"biz&tech"
1346,"politician"
1347,"politician"
1348,"celebrity"
1349,"celebrity"
1350,"politician"
1351,"celebrity"
1352,"politician"
1353,"internetplatform"
1354,"politician"
1355,"politician"
1356,"biz&tech"
1357,"politician"
1358,"politician"
1359,"internetplatform"
1360,"politician"
1361,"politician"
1362,"politician"
1363,"celebrity"
1364,"politician"
1365,"biz&tech"
1366,"celebrity"
1367,"politician"
1368,"celebrity"
1369,"internetplatform"
1370,"celebrity"
1371,"biz&tech"
1372,"politician"
1373,"politician"
1374,"politician"
1375,"celebrity"
1376,"politician"
1377,"politician"
1378,"politician"
1379,"biz&tech"
1380,"celebrity"
1381,"politician"
1382,"politician"
1383,"celebrity"
1384,"internetplatform"
1385,"biz&tech"
1386,"celebrity"
1387,"politician"
1388,"politician"
1389,"politician"
1390,"celebrity"
1391,"celebrity"
1392,"internetplatform"
1393,"celebrity"
1394,"celebrity"
1395,"politician"
1396,"internetplatform"
1397,"celebrity"
1398,"celebrity"
1399,"internetplatform"
1400,"politician"
1401,"celebrity"
1402,"politician"
1403,"celebrity"
1404,"politician"
1405,"politician"
1406,"internetplatform"
1407,"celebrity"
1408,"politician"
1409,"celebrity"
1410,"internetplatform"
1411,"biz&tech"
1412,"biz&tech"
1413,"politician"
1414,"politician"
1415,"celebrity"
1416,"biz&tech"
1417,"celebrity"
1418,"celebrity"
1419,"celebrity"
1420,"politician"
1421,"celebrity"
1422,"politician"
1423,"celebrity"
1424,"celebrity"
1425,"politician"
1426,"politician"
1427,"politician"
1428,"politician"
1429,"politician"
1430,"celebrity"
1431,"celebrity"
1432,"internetplatform"
1433,"politician"
1434,"politician"
1435,"biz&tech"
1436,"politician"
1437,"internetplatform"
1438,"politician"
1439,"politician"
1440,"internetplatform"
1441,"politician"
1442,"politician"
1443,"politician"
1444,"celebrity"
1445,"politician"
1446,"politician"
1447,"celebrity"
1448,"biz&tech"
1449,"politician"
1450,"celebrity"
1451,"celebrity"
1452,"politician"
1453,"biz&tech"
1454,"politician"
1455,"celebrity"
1456,"celebrity"
1457,"celebrity"
1458,"politician"
1459,"internetplatform"
1460,"internetplatform"
1461,"celebrity"
1462,"celebrity"
1463,"celebrity"
1464,"internetplatform"
1465,"biz&tech"
1466,"politician"
1467,"politician"
1468,"internetplatform"
1469,"internetplatform"
1470,"politician"
1471,"internetplatform"
1472,"internetplatform"
1473,"celebrity"
1474,"internetplatform"
1475,"internetplatform"
1476,"politician"
1477,"internetplatform"
1478,"politician"
1479,"internetplatform"
1480,"internetplatform"
1481,"celebrity"
1482,"celebrity"
1483,"internetplatform"
1484,"celebrity"
1485,"politician"
1486,"politician"
1487,"celebrity"
1488,"celebrity"
1489,"politician"
1490,"celebrity"
1491,"biz&tech"
1492,"celebrity"
1493,"politician"
1494,"internetplatform"
1495,"politician"
1496,"politician"
1497,"celebrity"
1498,"internetplatform"
1499,"celebrity"
1500,"biz&tech"
1501,"internetplatform"
1502,"celebrity"
1503,"celebrity"
1504,"biz&tech"
1505,"biz&tech"
1506,"biz&tech"
1507,"politician"
1508,"biz&tech"
1509,"politician"
1510,"celebrity"
1511,"celebrity"
1512,"politician"
1513,"celebrity"
1514,"politician"
1515,"politician"
1516,"internetplatform"
1517,"politician"
1518,"politician"
1519,"politician"
1520,"biz&tech"
1521,"internetplatform"
1522,"celebrity"
1523,"celebrity"
1524,"celebrity"
1525,"celebrity"
1526,"celebrity"
1527,"celebrity"
1528,"biz&tech"
1529,"celebrity"
1530,"internetplatform"
1531,"politician"
1532,"internetplatform"
1533,"celebrity"
1534,"politician"
1535,"internetplatform"
1536,"biz&tech"
1537,"celebrity"
1538,"politician"
1539,"celebrity"
1540,"celebrity"
1541,"biz&tech"
1542,"celebrity"
1543,"politician"
1544,"politician"
1545,"biz&tech"
1546,"politician"
1547,"politician"
1548,"celebrity"
1549,"politician"
1550,"internetplatform"
1551,"celebrity"
1552,"celebrity"
1553,"internetplatform"
1554,"politician"
1555,"politician"
1556,"celebrity"
1557,"politician"
1558,"politician"
1559,"celebrity"
1560,"celebrity"
1561,"politician"
1562,"politician"
1563,"celebrity"
1564,"politician"
1565,"politician"
1566,"politician"
1567,"politician"
1568,"biz&tech"
1569,"internetplatform"
1570,"biz&tech"
1571,"celebrity"
1572,"celebrity"
1573,"celebrity"
1574,"celebrity"
1575,"politician"
1576,"politician"
1577,"celebrity"
1578,"politician"
